Date,Day,Time,Road,RunsRoad,Home,RunsHome,Innings,DH,OriginalScheduleReference,Rescheduled,LinescoreReference,BoxscoreReference,PostponementReason,ShortenedGameReason,NeutralSiteInfo,Notes,Winner,Loser,Tie
6/18/1946,Tue,8:30pm,Lawrence,3,Pawtucket,7,,,BG March 17; TSN May 16,,BG0619,PJ0619,,,,BG  and NT says Pawtucket won 8-3 but PT and PJ say 7-3. PT bad quality mostly unreadable,Pawtucket,Lawrence,
6/18/1946,Tue,8:30pm,Providence,2,Nashua,0,,,BG March 17; TSN May 16,,BG0619,PJ0619 NT0619,,,,"From PJ0618: Brooklyn president Branch Rickey ""watched the game from the stands."" Newcombe appears to have PH or PR for starter Dick Mlady but did not pitch? Campenella started at C.",Providence,Nashua,
6/18/1946,Tue,8:30pm,Manchester,2,Lynn,3,,,BG March 17; TSN May 16,,PJ0619 BG0619,,,,,,Lynn,Manchester,
6/18/1946,Tue,8:30pm,Portland,,Fall River,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
6/19/1946,Wed,8:30pm,Portland,1,Nashua,2,,,BG March 17; TSN May 16,,PJ0620,NT0620,,,,,Nashua,Portland,
6/19/1946,Wed,8:30pm,Providence,8,Lawrence,6,,,BG March 17; TSN May 16,,,PJ0620,,,,,Providence,Lawrence,
6/19/1946,Wed,6:15pm,Pawtucket,1,Lynn,2,,Game1,BG March 17; TSN May 16,,,PJ0620 PT0620,,,,,Lynn,Pawtucket,
6/19/1946,Wed,,Pawtucket,4,Lynn,1,,Game2,,MAKEUP,,PJ0620 PT0620,,,,,Pawtucket,Lynn,
6/19/1946,Wed,7pm,Manchester,5,Fall River,4,,Game1,BG March 17; TSN May 16,,,FR0620,,,,,Manchester,Fall River,
6/19/1946,Wed,9:30pm,Manchester,8,Fall River,3,,Game2,BG March 17; TSN May 16,,,FR0620,,,,,Manchester,Fall River,
6/20/1946,Thu,8:30pm,Lynn,12,Providence,1,,,BG March 17; TSN May 16,,PT0621,PJ0621,,,,,Lynn,Providence,
6/20/1946,Thu,6:15pm,Pawtucket,1,Nashua,0,7,Game1,BG March 17; TSN May 16,,BG0621,PJ0621 PT0621 NT0621,,,,Scheduled 7-inning game,Pawtucket,Nashua,
6/20/1946,Thu,,Pawtucket,2,Nashua,3,,Game2,,MAKEUP,BG0621,PJ0621 PT0621 NT0621,,,,,Nashua,Pawtucket,
6/20/1946,Thu,,Manchester,7,Lawrence,5,10,Game1,BG March 17; TSN May 16,,PJ0621 PT0621 BG0621,,,,,,Manchester,Lawrence,
6/20/1946,Thu,,Manchester,1,Lawrence,7,7,Game2,,,PJ0621 PT0621 BG0621,,,,,Scheduled 7-inning game,Lawrence,Manchester,
6/20/1946,Thu,5:45pm,Fall River,8,Portland,1,,,BG March 17; TSN May 16,,PT0621,PJ0621 FR0621,,,,,Fall River,Portland,
6/21/1946,Fri,8:30pm,Providence,3,Pawtucket,1,,,BG March 17; TSN May 16,,,PJ0622 PT0622,,,,,Providence,Pawtucket,
6/21/1946,Fri,5:45pm,Nashua,10,Portland,2,,,BG March 17; TSN May 16,,PJ0622 PT0622,NT0622,,,,,Nashua,Portland,
6/21/1946,Fri,8:30pm,Fall River,2,Manchester,8,,,BG March 17; TSN May 16,,PT0622,PJ0622 FR0622,,,,,Manchester,Fall River,
6/21/1946,Fri,8:30pm,Lawrence,4,Lynn,6,,,,MAKEUP,PJ0622 PT0622,,,,,,Lynn,Lawrence,
6/22/1946,Sat,8:30pm,Lawrence,3,Providence,8,,,BG March 17; TSN May 16,,,PJ0623,,,,,Providence,Lawrence,
6/22/1946,Sat,7pm,Nashua,5,Fall River,2,7,Game1,BG March 17; TSN May 16,,,PJ0623 NT0624 FR0624,,,,Scheduled 7-inning game,Nashua,Fall River,
6/22/1946,Sat,9:30pm,Nashua,5,Fall River,3,,Game2,,MAKEUP,,PJ0623 NT0624 FR0624,,,,,Nashua,Fall River,
6/22/1946,Sat,2pm,Lynn,14,Portland,6,,Game1,BG March 17; TSN May 16,,PJ0623,,,,,,Lynn,Portland,
6/22/1946,Sat,,Lynn,12,Portland,3,7,Game2,BG March 17; TSN May 16,,PJ0623,,,,,,Lynn,Portland,
6/22/1946,Sat,2pm,Pawtucket,1,Manchester,10,7,Game1,BG March 17; TSN May 16,,,PJ0623 PT0624,,,,Scheduled 7-inning game,Manchester,Pawtucket,
6/22/1946,Sat,,Pawtucket,7,Manchester,4,,Game2,,MAKEUP,,PJ0623 PT0624,,,,,Pawtucket,Manchester,
6/23/1946,Sun,7pm,Nashua,8,Providence,4,7,Game1,BG March 17; TSN May 16,,,PJ0624 NT0624,,,,Scheduled 7-inning game,Nashua,Providence,
6/23/1946,Sun,,Nashua,5,Providence,7,,Game2,BG March 17; TSN May 16,,,PJ0624 NT0624,,,,,Providence,Nashua,
6/23/1946,Sun,3pm,Fall River,8,Lynn,9,11,,BG March 17; TSN May 16,,,PJ0624 FR0624,,,,,Lynn,Fall River,
6/23/1946,Sun,2pm,Pawtucket,8,Portland,3,,Game1,BG March 17; TSN May 16,,,PJ0624 PT0624,,,,FR0624 says Pawtucket won 9-3,Pawtucket,Portland,
6/23/1946,Sun,,Pawtucket,19,Portland,11,7,Game2,BG March 17; TSN May 16,,,PJ0624 PT0624,,,,Scheduled 7-inning game,Pawtucket,Portland,
6/23/1946,Sun,8:15pm,Lawrence,3,Manchester,2,,,BG March 17; TSN May 16,,PJ0624,,,,,,Lawrence,Manchester,
6/24/1946,Mon,8:30pm,Portland,6,Providence,13,,,BG March 17; TSN May 16,,PT0625 BG0625,PJ0625,,,,,Providence,Portland,
6/24/1946,Mon,,Manchester,7,Nashua,4,,,BG March 17; TSN May 16,,,NT0625,,,,Not listed in PJ or PT or FR,Manchester,Nashua,
6/24/1946,Mon,8:30pm,Pawtucket,3,Lawrence,7,,,BG March 17; TSN May 16,,BT0625,PJ0625 PT0625,,,,,Lawrence,Pawtucket,
6/24/1946,Mon,7pm,Lynn,7,Fall River,5,,Game1,BG March 17; TSN May 16,,PT0625 BG0625,PJ0625 FR0625,,,,,Lynn,Fall River,
6/24/1946,Mon,9:30pm,Lynn,14,Fall River,0,8,Game2,,MAKEUP,PT0625 BG0625,PJ0625 FR0625,,11:45 pm Curfew,,Called after 8 innings due to league's 11:45pm curfew. NT says this was 14-4,Lynn,Fall River,
6/25/1946,Tue,8:30pm,Pawtucket,2,Providence,3,6,,BG March 17; TSN May 16,,,PJ0626 PT0626 BG0626,,,,Game called due to fog,Providence,Pawtucket,
6/25/1946,Tue,6:30pm,Portland,1,Lynn,3,7,Game1,BG March 17; TSN May 16,,PJ0626 PT0626 BG0626,,,,,Scheduled 7-inning game,Lynn,Portland,
6/25/1946,Tue,,Portland,3,Lynn,15,,Game2,,MAKEUP,PJ0626 PT0626 BG0626,,,,,,Lynn,Portland,
6/25/1946,Tue,8:30pm,Lawrence,,Fall River,,,,BG March 17; TSN May 16,FOGGEDOUT,,,Fog: Lawrence led 3-0 in top of 1st inning,,,Game called in top of first inning with Lawrence leading 3-0 and bases loaded with none out. Game was 10 minutes old; they then waited 30 minutes for the fog to clear before cancelling the game. (See 6/26 papers and 7/10 TSN p34),,,
6/25/1946,Tue,8:15pm,Nashua,,Manchester,,,,,LISTED_IN_JUNE25_PJ_PT_FR_BUT_NOT_JUNE26,,,,,,NT does not mention it but lists a game on 6/24,,,
6/26/1946,Wed,,Portland,1,Pawtucket,13,,,BG March 17; TSN May 16,,BG0627,PJ0627 PT0627,,,,,Pawtucket,Portland,
6/26/1946,Wed,,Providence,4,Nashua,8,,,BG March 17; TSN May 16,,PT0627,PJ0627 NT0627,,,,,Nashua,Providence,
6/26/1946,Wed,,Fall River,0,Lawrence,6,,,BG March 17; TSN May 16,,PT0627 BG0627,PJ0627 FR0627,,,,,Lawrence,Fall River,
6/26/1946,Wed,,Manchester,0,Lynn,2,7,Game1,BG March 17; TSN May 16,,PJ0627 PT0627 BG0627,,,,,Scheduled 7-inning game,Lynn,Manchester,
6/26/1946,Wed,,Manchester,11,Lynn,12,,Game2,,MAKEUP,PJ0627 PT0627 BG0627,,,,,,Lynn,Manchester,
6/27/1946,Thu,8:30pm,Lynn,,Nashua,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
6/27/1946,Thu,7pm,Manchester,6,Lawrence,11,,Game1,BG March 17; TSN May 16,,PJ0628 PT0628,,,,,,Lawrence,Manchester,
6/27/1946,Thu,,Manchester,5,Lawrence,0,7,Game2,,MAKEUP,PJ0628 PT0628,,,,,Scheduled 7-inning game,Manchester,Lawrence,
6/27/1946,Thu,7pm,Pawtucket,2,Fall River,0,7,Game1,BG March 17; TSN May 16,,,PJ0628 PT0628 FR0628,,,,Scheduled 7-inning game,Pawtucket,Fall River,
6/27/1946,Thu,,Pawtucket,4,Fall River,2,,Game2,BG March 17; TSN May 16,,,PJ0628 PT0628 FR0628,,,,,Pawtucket,Fall River,
6/27/1946,Thu,3:15pm,Providence,,Portland,,,,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
6/28/1946,Fri,8:30pm,Fall River,3,Pawtucket,10,,,BG March 17; TSN May 16, ,BG0629,PJ0629 PT0629 FR0629,,,,,Pawtucket,Fall River,
6/28/1946,Fri,7pm,Lawrence,9,Providence,0,7,Game1,BG March 17; TSN May 16,,PT0629 BG0629,PJ0629,,,,Scheduled 7-inning game,Lawrence,Providence,
6/28/1946,Fri,,Lawrence,7,Providence,6,,Game2,,MAKEUP,PT0629 BG0629,PJ0629,,,,,Lawrence,Providence,
6/28/1946,Fri,8:30pm,Nashua,4,Lynn,3,,,BG March 17; TSN May 16,,PJ0629 PT0629 BG0629,NT0629,,,,From PJ0629: Walter Cress set new NE League record with 15 strikeouts (old record 14 by Roy Bridges of Manchester) but PT0629 says that Roger Wright of Nashua had held record of 14,Nashua,Lynn,
6/28/1946,Fri,3:15pm?,Manchester,,Portland,,,Game1,BG March 17; TSN May 16,RAINEDOUT,,,Rain,,,,,,
6/28/1946,Fri,,Manchester,,Portland,,,Game2,,MAKEUP-RAINEDOUT,,,Rain,,,,,,
6/29/1946,Sat,8:30pm,Lynn,4,Pawtucket,5,,,BG March 17; TSN May 16,,,PJ0630 PT0701,,,,,Pawtucket,Lynn,
6/29/1946,Sat,6:30pm,Lawrence,4,Nashua,8,,Game1,BG March 17; TSN May 16,,PJ0630 poor,NT0701,,,,,Nashua,Lawrence,
6/29/1946,Sat,,Lawrence,,Nashua,,,Game2,,MAKEUP listed in 0629 papers but not 0630,,,,,,,,,
6/29/1946,Sat,7pm,Providence,2,Fall River,4,,Game1,BG March 17; TSN May 16,,,FR0701,,,,TBD: Check PJ archives again,Fall River,Providence,
6/29/1946,Sat,9:30pm,Providence,12,Fall River,2,,Game2,,MAKEUP,,FR0701,,,,TBD: Check PJ archives again,Providence,Fall River,
6/29/1946,Sat,8:15pm,Portland,1,Manchester,9,,Game1,BG March 17; TSN May 16,,,,,,,FR0701 says Manchester won 9-4; NT0701 says 9-1,Manchester,Portland,
6/29/1946,Sat,,Portland,3,Manchester,17,,Game2,,MAKEUP not listed in 0629 papers but in 0630,,,,,,,Manchester,Portland,
6/30/1946,Sun,8:30pm,Manchester,2,Pawtucket,4,,,BG March 17; TSN May 16,,,PJ0701 PT0701,,,,,Pawtucket,Manchester,
6/30/1946,Sun,6:30pm,Providence,8,Nashua,3,7,Game1,BG March 17; TSN May 16,,BG0701,PJ0701 NT0701,,,,Scheduled 7-inning game,Providence,Nashua,
6/30/1946,Sun,,Providence,4,Nashua,3,,Game2,,MAKEUP,BG0701,PJ0701 NT0701,,,,,Providence,Nashua,
6/30/1946,Sun,7pm,Portland,6,Lawrence,19,,Game1,BG March 17; TSN May 16,,PJ0701 BG0701,,,,,,Lawrence,Portland,
6/30/1946,Sun,,Portland,2,Lawrence,8,7,Game2,BG March 17; TSN May 16,,PJ0701 BG0701,,,,,Scheduled 7-inning game,Lawrence,Portland,
6/30/1946,Sun,1:30pm,Fall River,6,Lynn,4,,Game1,BG March 17; TSN May 16,,BG0701,,,,,,Fall River,Lynn,
6/30/1946,Sun,,Fall River,0,Lynn,3,,Game2,,MAKEUP,BG0701,PJ0701,,,,,Lynn,Fall River,
7/1/1946,Mon,8:30pm,Providence,5,Pawtucket,2,,,BG March 17; TSN May 16,,BG0702,PJ0702 PT0702,,,,Steve Wood son of Smokey Joe Wood winning pitcher,Providence,Pawtucket,
7/1/1946,Mon,8:30pm,Portland,1,Nashua,5,,,BG March 17; TSN May 16,,PJ0702 PT0702 BG0702,NT0702,,,,,Nashua,Portland,
7/1/1946,Mon,8:30pm,Lynn,4,Lawrence,5,,,BG March 17; TSN May 16,,PJ0702 PT0702 BG0702,,,,,,Lawrence,Lynn,
7/1/1946,Mon,7pm,Manchester,9,Fall River,3,7,Game1,BG March 17; TSN May 16,,PT0702 BG0702,PJ0702 FR0702,,,,Scheduled 7-inning game,Manchester,Fall River,
7/1/1946,Mon,9:30pm,Manchester,6,Fall River,3,,Game2,,MAKEUP,PT0702 BG0702,PJ0702 FR0702,,,,,Manchester,Fall River,
7/2/1946,Tue,7pm,Manchester,6,Providence,4,7,Game1,BG March 17; TSN May 16,,PT0703 BG0703,PJ0703,,,,Scheduled 7-inning game,Manchester,Providence,
7/2/1946,Tue,,Manchester,11,Providence,0,,Game2,,MAKEUP,PT0703 BG0703,PJ0703,,,,,Manchester,Providence,
7/2/1946,Tue,8:30pm,Pawtucket,2,Lynn,0,,,BG March 17; TSN May 16,,,PJ0703 PT0703,,,,TSN 0717: Roger Wright first loss of season after 10-0 start; 6 hits  0 walks.,Pawtucket,Lynn,
7/2/1946,Tue,7pm,Nashua,1,Fall River,2,7,Game1,BG March 17; TSN May 16,,PT0703 BG0703,PJ0703 NT0703 FR0703,,,,Scheduled 7-inning game,Fall River,Nashua,
7/2/1946,Tue,9:30pm,Nashua,3,Fall River,0,,Game2,,MAKEUP,PT0703 BG0703,PJ0703 NT0703 FR0703,,,,,Nashua,Fall River,
7/3/1946,Wed,8:30pm,Pawtucket,0,Nashua,1,,,BG March 17; TSN May 16,,BG0704,PJ0704 PT0705 NT0705,,,,,Nashua,Pawtucket,
7/3/1946,Wed,8:30pm,Providence,2,Lynn,0,,,BG March 17; TSN May 16,,BG0704,PJ0704,,,,,Providence,Lynn,
7/3/1946,Wed,3:15pm,Lawrence,9,Portland,6,,,BG March 17; TSN May 16,,,,,,,,Lawrence,Portland,
7/3/1946,Wed,8:45pm,Fall River,5,Manchester,6,10,,BG March 17; TSN May 16,,,PJ0704,,,,,Manchester,Fall River,
7/4/1946,Thu,6:30pm,Lawrence,3,Nashua,4,7,Game1,BG March 17; TSN May 16,,PJ0705 PT0705,NT0705,,,,Scheduled 7-inning game,Nashua,Lawrence,
7/4/1946,Thu,,Lawrence,0,Nashua,2,,Game2,BG March 17; TSN May 16,,PJ0705 PT0705,NT0705,,,,,Nashua,Lawrence,
7/4/1946,Thu,7pm,Lynn,8,Fall River,5,8,Game1,BG March 17; TSN May 16,,,FR0705,,,,Scheduled 7-inning game,Lynn,Fall River,
7/4/1946,Thu,9:30pm,Lynn,8,Fall River,4,,Game2,BG March 17; TSN May 16,,,FR0705,,,,,Lynn,Fall River,
7/4/1946,Thu,2pm,Providence,7,Portland,8,,Game1,BG March 17; TSN May 16,,PT0705,PJ0705,,,,,Portland,Providence,
7/4/1946,Thu,,Providence,10,Portland,11,7,Game2,BG March 17; TSN May 16,,PT0705,PJ0705,,,,Scheduled 7-inning game,Portland,Providence,
7/4/1946,Thu,6:30pm,Pawtucket,3,Manchester,0,7,Game1,BG March 17; TSN May 16,,,PJ0705 PT0705,,,,Scheduled 7-inning game,Pawtucket,Manchester,
7/4/1946,Thu,,Pawtucket,19,Manchester,13,,Game2,BG March 17; TSN May 16,,,PJ0705 PT0705,,,,,Pawtucket,Manchester,
7/5/1946,Fri,8:30pm,Nashua,1,Pawtucket,4,,,BG March 17; TSN May 16,,,PJ0706 NT0706,,,,,Pawtucket,Nashua,
7/5/1946,Fri,8:30pm,Manchester,6,Providence,7,,,BG March 17; TSN May 16,,,PJ0706,,,,,Providence,Manchester,
7/5/1946,Fri,,Fall River,,Lynn,,,,BG March 17; TSN May 16,NOT_LISTED_IN_JULY5_PAPERS,,,,,,,,,
7/5/1946,Fri,8:30pm,Lynn,8,Lawrence,5,,,,MAKEUP,PJ0706,,,,,,Lynn,Lawrence,
7/6/1946,Sat,8:30pm,Nashua,7,Providence,8,,,BG March 17; TSN May 16,,,PJ0707 NT0708,,,,,Providence,Nashua,
7/6/1946,Sat,7pm,Pawtucket,1,Fall River,0,7,Game1,BG March 17; TSN May 16,,,PJ0707 PT0708 FR0708,,,,Scheduled 7-inning game,Pawtucket,Fall River,
7/6/1946,Sat,9pm,Pawtucket,8,Fall River,0,,Game2,,MAKEUP,,PJ0707 PT0708 FR0708,,,,,Pawtucket,Fall River,
7/6/1946,Sat,3:15pm,Lynn,13,Portland,1,,,BG March 17; TSN May 16,,PJ0707 BG0707,,,,,,Lynn,Portland,
7/6/1946,Sat,8:45pm,Lawrence,3,Manchester,7,,,BG March 17; TSN May 16,,PJ0707 BG0707,,,,,,Manchester,Lawrence,
7/7/1946,Sun,8:30pm,Providence,3,Pawtucket,4,,,BG March 17; TSN May 16,,BG0708,PJ0708 PT0708,,,,,Pawtucket,Providence,
7/7/1946,Sun,3pm,Nashua,2,Lawrence,3,,,BG March 17; TSN May 16,,PJ0708 PT0708 BG0708,NT0708,,,,,Lawrence,Nashua,
7/7/1946,Sun,3pm,Manchester,2,Lynn,6,,,BG March 17; TSN May 16,,PJ0708 PT0708 BG0708,,,,,TSN0724: There is a note that the score of this game was changed to 3-2 when Roger Wright's walk off grand slam was ruled a single because there was no outfield fence in Lynn.,Lynn,Manchester,
7/7/1946,Sun,1:30pm,Portland,3,Fall River,5,,Game1,BG March 17; TSN May 16,,PT0708,PJ0708,,,,NT0708 and FR0708 says Fall River won 4-3; box scores in PJ and FR disagree. My run total for Fall River is +1 the official total so this game could be the explanation.,Fall River,Portland,
7/7/1946,Sun,,Portland,6,Fall River,8,7,Game2,BG March 17; TSN May 16,,PT0708,PJ0708,,,,Scheduled 7-inning game,Fall River,Portland,
7/7/1946,Sun,8:30pm,Lynn,13,Manchester,6,,,BG March 17; TSN May 16,,PJ0708 PT0708 BG0708,,,,,,Lynn,Manchester,
7/8/1946,Mon,8:30pm,Lynn,10,Providence,9,,,BG March 17; TSN May 16,,PT0709,PJ0709,,,,,Lynn,Providence,
7/8/1946,Mon,7pm,Pawtucket,1,Lawrence,7,,Game1,BG March 17; TSN May 16,,BG0709,PJ0709 PT0709,,,,Attendance for all teams through June 30 in PT0709,Lawrence,Pawtucket,
7/8/1946,Mon,,Pawtucket,4,Lawrence,1,7,Game2,,MAKEUP,BG0709,PJ0709 PT0709,,,,Scheduled 7-inning game,Pawtucket,Lawrence,
7/8/1946,Mon,3:15pm,Fall River,10,Portland,5,7,,BG March 17; TSN May 16,,PT0709 BG0709,PJ0709 FR0709,,,,Scheduled 7-inning game,Fall River,Portland,
7/8/1946,Mon,8:30pm,Nashua,3,Manchester,5,,,BG March 17; TSN May 16,,PJ0709 PT0709,NT0709,,,,,Manchester,Nashua,
7/9/1946,Tue,7pm,Lawrence,9,Providence,10,7,Game1,BG March 17; TSN May 16,,PT0710 BG0710,PJ0710,,,,,Providence,Lawrence,
7/9/1946,Tue,,Lawrence,2,Providence,6,8,Game2,,MAKEUP,PT0710 BG0710,PJ0710,,Curfew,,Game called with 2 outs in 8th due to Cranston curfew,Providence,Lawrence,
7/9/1946,Tue,8:30pm,Manchester,1,Nashua,2,,,BG March 17; TSN May 16,,BG0710,NT0710,,,,NT0715 note states that score was adjusted from 3-1 to 2-1 because the final batter drove in the winning run but should not have been credited with a run scored.,Nashua,Manchester,
7/9/1946,Tue,8:30pm,Pawtucket,0,Lynn,10,,,BG March 17; TSN May 16,,BG0710,PJ0710 PT0710,,,,,Lynn,Pawtucket,
7/9/1946,Tue,3:15pm,Fall River,6,Portland,2,,,BG March 17; TSN May 16,,PT0710 BG0710,PJ0710 FR0710,,,,,Fall River,Portland,
7/10/1946,Wed,7pm,Lawrence,5,Pawtucket,2,7,Game1,BG March 17; TSN May 16,,BG0711,PJ0711 PT0711,,,,Scheduled 7-inning game,Lawrence,Pawtucket,
7/10/1946,Wed,,Lawrence,3,Pawtucket,0,,Game2,,MAKEUP,BG0711,PJ0711 PT0711,,,,,Lawrence,Pawtucket,
7/10/1946,Wed,6:30pm,Fall River,1,Nashua,5,7,Game1,BG March 17; TSN May 16,,PJ0711 PT0711 BG0711,NT0711 FR0711,,,,Scheduled 7-inning game,Nashua,Fall River,
7/10/1946,Wed,,Fall River,3,Nashua,9,,Game2,,MAKEUP,PJ0711 PT0711 BG0711,NT0711 FR0711,,,,,Nashua,Fall River,
7/10/1946,Wed,8:30pm,Portland,5,Lynn,11,,,BG March 17; TSN May 16,,PJ0711 PT0711 BG0711,,,,,,Lynn,Portland,
7/10/1946,Wed,6:30pm,Providence,0,Manchester,3,,Game1,BG March 17; TSN May 16,,PT0711 BG0711,PJ0711,,,,,Manchester,Providence,
7/10/1946,Wed,,Providence,1,Manchester,6,7,Game2,,MAKEUP,PT0711 BG0711,PJ0711,,,,Scheduled 7-inning game,Manchester,Providence,
7/11/1946,Thu,8:30pm,Pawtucket,13,Providence,10,,,BG March 17; TSN May 16,,,PJ0712 PT0712,,,,,Pawtucket,Providence,
7/11/1946,Thu,8:30pm?,Lynn,3,Nashua,5,7,Game1,BG March 17; TSN May 16,,PJ0712 BG0712,NT0712,,,,Scheduled 7-inning game,Nashua,Lynn,
7/11/1946,Thu,,Lynn,0,Nashua,4,,Game2,,MAKEUP,PJ0712 BG0712,NT0712,,,,,Nashua,Lynn,
7/11/1946,Thu,8:30pm,Fall River,2,Lawrence,12,,,BG March 17; TSN May 16,,BG0712,PJ0712 FR0712,,,,,Lawrence,Fall River,
7/11/1946,Thu,3:15pm,Manchester,8,Portland,8,,,BG March 17; TSN May 16,DARKNESS,,,,Darkness,,Called after 9 innings with score tied 8-8 due to darkness,,,Tied
7/12/1946,Fri,8:30pm,Fall River,3,Pawtucket,5,,,BG March 17; TSN May 16,,,PJ0713 PT0713poor FR0713,,,,,Pawtucket,Fall River,
7/12/1946,Fri,8:30pm,Providence,2,Lawrence,13,,,BG March 17; TSN May 16,,PT0713,PJ0713,,,,,Lawrence,Providence,
7/12/1946,Fri,8:30pm,Nashua,5,Lynn,4,,,BG March 17; TSN May 16,,PJ0713 PT0713,NT0713,,,,TSN0724: 1B Bob Sperry first NE League player to reach 100 hits this season; two singles for hits 100 and 101. TSN states 13 doubles 8 triples 4 HR and 52 RBI over his first 66 games.,Nashua,Lynn,
7/12/1946,Fri,8:30pm,Portland,3,Manchester,17,,,BG March 17; TSN May 16,,PJ0713 PT0713,,,,,,Manchester,Portland,
7/13/1946,Sat,8:30pm,Lynn,3,Providence,1,,,BG March 17; TSN May 16,,BG0714,PJ0714,,,,,Lynn,Providence,
7/13/1946,Sat,8:30pm,Lawrence,8,Fall River,9,,,BG March 17; TSN May 16,,BG0714,PJ0714 FR0715,,,,,Fall River,Lawrence,
7/13/1946,Sat,2pm,Nashua,11,Portland,1,,,BG March 17; TSN May 16,,PJ0714 BG0714,NT0715,,,,,Nashua,Portland,
7/13/1946,Sat,8:30pm,Pawtucket,8,Manchester,6,,,BG March 17; TSN May 16,,BG0714,PJ0714 PT0715,,,,,Pawtucket,Manchester,
7/14/1946,Sun,7pm,Fall River,2,Providence,5,7,Game1,BG March 17; TSN May 16,,BG0715,PJ0715 FR0715,,,,Scheduled 7-inning game,Providence,Fall River,
7/14/1946,Sun,,Fall River,11,Providence,13,,Game2,BG March 17; TSN May 16,,BG0715,PJ0715 FR0715,,,,,Providence,Fall River,
7/14/1946,Sun,8:30pm,Manchester,3,Nashua,2,,,BG March 17; TSN May 16,,PJ0715 BG0715,NT0715,,,,,Manchester,Nashua,
7/14/1946,Sun,3pm,Lawrence,4,Lynn,5,12,,BG March 17; TSN May 16,,PJ0715 BG0715,,,,,,Lynn,Lawrence,
7/14/1946,Sun,2pm,Pawtucket,18,Portland,6,,Game1,BG March 17; TSN May 16,,BG0715,PT0715,,,,TSN0724: Chick Nafie 4-for-4 first game 3-4 second game for Pawtucket.,Pawtucket,Portland,
7/14/1946,Sun,,Pawtucket,11,Portland,6,7,Game2,,MAKEUP,BG0715,PT0715,,,,Scheduled 7-inning game,Pawtucket,Portland,
7/15/1946,Mon,8:30pm,Portland,4,Providence,6,,,BG March 17; TSN May 16,,PT0716,PJ0716,,,,Knights of Columbus nite including 1946 Ford giveaway,Providence,Portland,
7/15/1946,Mon,6:30pm,Pawtucket,0,Nashua,4,7,Game1,BG March 17; TSN May 16,,PJ0716,PT0716 NT0716,,,,Scheduled 7-inning game,Nashua,Pawtucket,
7/15/1946,Mon,,Pawtucket,0,Nashua,3,,Game2,,MAKEUP,PJ0716,PT0716 NT0716,,,,,Nashua,Pawtucket,
7/15/1946,Mon,,Lynn,,Lawrence,,,,BG March 17; TSN May 16,REPLACED_WITH_MLB_EXHIBITION,,,,,,"Cleveland Indians at Lynn Red Sox (Indians won 2-0 as Lynn-native Jim Hegan drove in a run and scored a run - see PJ0716 and FR0716). TSN0724: ""crowd of 7,263, largest paid attendance since Frasier Field was built seven years ago.""",,,
7/16/1946,Tue,8:30pm,Manchester,5,Pawtucket,4,10,,BG March 17; TSN May 16,,,PJ0717 PT0717,,,,,Manchester,Pawtucket,
7/16/1946,Tue,8:30pm,Portland,0,Lawrence,10,,,BG March 17; TSN May 16,,PJ0717 PT0717,,,,,,Lawrence,Portland,
7/16/1946,Tue,6:30pm,Providence,4,Lynn,5,8,Game1,BG March 17; TSN May 16,,PT0717,PJ0717,,,,Scheduled 7-inning game,Lynn,Providence,
7/16/1946,Tue,,Providence,3,Lynn,5,8,Game2,,MAKEUP,PT0717,PJ0717,,,,TBD: Was this called due to curfew? Or a scheduled 7-inning game?,Lynn,Providence,
7/16/1946,Tue,7pm,Nashua,4,Fall River,5,7,Game1,BG March 17; TSN May 16,,PT0717,PJ0717 NT0717 FR0717,,,,Scheduled 7-inning game,Fall River,Nashua,
7/16/1946,Tue,9pm,Nashua,7,Fall River,1,,Game2,,MAKEUP,PT0717,PJ0717 NT0717 FR0717,,,,,Nashua,Fall River,
7/17/1946,Wed,8:30pm,Lynn,6,Pawtucket,5,,,BG March 17; TSN May 16,,,PJ0718 PT0718,,,,,Lynn,Pawtucket,
7/17/1946,Wed,8:30pm,Nashua,9,Fall River,4,,,BG March 17; TSN May 16,,PT0718,PJ0718 NT0718 FR0718,,,,,Nashua,Fall River,
7/17/1946,Wed,5:45pm,Providence,7,Portland,3,,,BG March 17; TSN May 16,,PT0718,PJ0718,,,,,Providence,Portland,
7/17/1946,Wed,8:30pm,Lawrence,5,Manchester,15,,,BG March 17; TSN May 16,,PJ0718 PT0718,,,,,,Manchester,Lawrence,
7/18/1946,Thu,7pm,Nashua,2,Providence,3,8,Game1,BG March 17; TSN May 16,,PT0719,PJ0719 NT0719,,,,Scheduled 7-inning game. All runs scored in 8th inning.,Providence,Nashua,
7/18/1946,Thu,,Nashua,3,Providence,8,,Game2,,MAKEUP,PT0719,PJ0719 NT0719,,,,,Providence,Nashua,
7/18/1946,Thu,8:30pm,Pawtucket,2,Lawrence,4,,,BG March 17; TSN May 16,,,PJ0719 PT0719,,,,,Lawrence,Pawtucket,
7/18/1946,Thu,8:30pm,Manchester,10,Fall River,11,10,,BG March 17; TSN May 16,,PT0719,PJ0719 FR0719,,,,,Fall River,Manchester,
